Day,Close
19370,	1190.80
19369,	1184.16
19368,	1201.59
19367,	1200.75
19366,	1210.34
19365,	1210.12
19364,	1206.14
19363,	1205.30
19362,	1197.01
19361,	1191.99
19360,	1202.30
19359,	1201.72
19358,	1203.03
19357,	1189.89
19356,	1193.19
19355,	1189.41
19354,	1181.27
19353,	1171.36
19352,	1174.55
19351,	1174.07
19350,	1168.41
19349,	1163.75
19348,	1167.87
19347,	1175.41
19346,	1184.63
19345,	1195.98
19344,	1184.52
19343,	1177.45
19342,	1187.70
19341,	1182.99
19340,	1190.25
19339,	1186.19
19338,	1187.89
19337,	1183.74
19336,	1188.05
19335,	1202.08
19334,	1211.92
19333,	1213.55
19332,	1213.45
19331,	1213.54
19330,	1204.92
19329,	1210.13
19328,	1209.57
19327,	1205.45
19326,	1194.65
19325,	1194.20
19324,	1203.21
19323,	1205.72
19322,	1203.38
19321,	1198.68
19320,	1188.00
19319,	1189.24
19318,	1182.81
19317,	1177.07
19316,	1190.25
19315,	1191.17
19314,	1190.33
19313,	1191.37
19312,	1173.82
19311,	1178.57
19310,	1182.65
19309,	1181.76
19308,	1176.94
19307,	1177.24
19306,	1170.34
19305,	1183.55
19304,	1181.94
19303,	1175.43
19302,	1183.81
19301,	1184.17
19300,	1173.48
19299,	1162.91
19298,	1164.08
19297,	1164.89
19296,	1166.17
19295,	1161.67
19294,	1143.20
19293,	1130.56
19292,	1130.51
19291,	1130.20
19290,	1127.44
19289,	1125.40
19288,	1111.09
19287,	1094.80
19286,	1095.74
19285,	1106.49
19284,	1103.66
19283,	1103.23
19282,	1114.02
19281,	1108.20
19280,	1103.29
19279,	1113.65
19278,	1121.84
19277,	1124.39
19276,	1122.14
19275,	1130.65
19274,	1142.05
19273,	1134.48
19272,	1135.17
19271,	1131.50
19270,	1114.58
19269,	1114.80
19268,	1110.06
19267,	1103.52
19266,	1110.11
19265,	1108.36
19264,	1113.56
19263,	1129.30
19262,	1122.20
19261,	1128.55
19260,	1123.50
19259,	1120.37
19258,	1128.33
19257,	1125.82
19256,	1123.92
19255,	1118.38
19254,	1116.27
19253,	1121.30
19252,	1113.63
19251,	1118.31
19250,	1105.91
19249,	1104.24
19248,	1099.15
19247,	1107.77
19246,	1105.09
19245,	1104.96
19244,	1096.19
19243,	1095.68
19242,	1098.35
19241,	1091.23
19240,	1095.17
19239,	1081.71
19238,	1079.34
19237,	1064.80
19236,	1063.23
19235,	1075.79
19234,	1079.04
19233,	1065.22
19232,	1063.97
19231,	1080.70
19230,	1098.63
19229,	1099.69
19228,	1106.62
19227,	1101.72
19226,	1100.43
19225,	1095.42
19224,	1094.83
19223,	1084.07
19222,	1086.20
19221,	1096.84
19220,	1093.88
19219,	1108.67
19218,	1100.90
19217,	1101.39
19216,	1106.69
19215,	1111.47
19214,	1115.14
19213,	1114.35
19212,	1112.81
19211,	1109.11
19210,	1118.33
19209,	1116.21
19208,	1125.38
19207,	1128.94
19206,	1140.84
19205,	1136.20
19204,	1133.35
19203,	1134.43
19202,	1140.65
19201,	1144.06
19200,	1134.41
19199,	1130.30
19198,	1135.02
19197,	1132.05
19196,	1133.56
19195,	1132.01
19194,	1125.29
19193,	1136.47
19192,	1131.33
19191,	1142.18
19190,	1140.42
19189,	1122.50
19188,	1116.64
19187,	1124.99
19186,	1121.20
19185,	1120.68
19184,	1121.28
19183,	1114.94
19182,	1113.05
19181,	1095.41
19180,	1093.56
19179,	1089.19
19178,	1088.68
19177,	1091.49
19176,	1084.10
19175,	1095.70
19174,	1096.44
19173,	1097.28
19172,	1095.45
19171,	1087.12
19170,	1098.70
19169,	1113.99
19168,	1121.53
19167,	1119.55
19166,	1117.49
19165,	1107.30
19164,	1113.89
19163,	1122.41
19162,	1138.11
19161,	1135.53
19160,	1140.60
19159,	1139.93
19158,	1124.09
19157,	1118.15
19156,	1135.82
19155,	1134.61
19154,	1128.84
19153,	1128.17
19152,	1129.44
19151,	1145.20
19150,	1139.32
19149,	1140.53
19148,	1148.16
19147,	1150.57
19146,	1141.81
19145,	1132.17
19144,	1126.21
19143,	1127.00
19142,	1122.47
19141,	1108.06
19140,	1109.19
19139,	1091.33
19138,	1093.95
19137,	1095.40
19136,	1109.78
19135,	1122.32
19134,	1123.75
19133,	1110.70
19132,	1104.49
19131,	1120.57
19130,	1106.78
19129,	1123.89
19128,	1140.58
19127,	1147.20
19126,	1156.86
19125,	1154.87
19124,	1151.03
19123,	1149.10
19122,	1155.97
19121,	1144.94
19120,	1144.91
19119,	1143.67
19118,	1139.09
19117,	1140.99
19116,	1144.11
19115,	1147.06
19114,	1151.82
19113,	1156.99
19112,	1145.81
19111,	1152.11
19110,	1157.76
19109,	1145.54
19108,	1139.81
19107,	1142.76
19106,	1128.59
19105,	1126.52
19104,	1136.03
19103,	1135.26
19102,	1131.13
19101,	1134.11
19100,	1128.48
19099,	1144.05
19098,	1155.37
19097,	1141.55
19096,	1143.94
19095,	1147.62
19094,	1138.77
19093,	1139.83
19092,	1132.05
19091,	1130.52
19090,	1121.22
19089,	1127.23
19088,	1121.86
19087,	1131.92
19086,	1126.33
19085,	1123.67
19084,	1122.22
19083,	1108.48
19082,	1111.92
19081,	1109.64
19080,	1109.48
19079,	1095.89
19078,	1094.04
19077,	1096.02
19076,	1092.94
19075,	1088.66
19074,	1089.18
19073,	1076.48
19072,	1075.13
19071,	1068.04
19070,	1074.14
19069,	1071.21
19068,	1059.05
19067,	1060.18
19066,	1069.30
19065,	1061.50
19064,	1069.72
19063,	1064.73
19062,	1066.62
19061,	1070.12
19060,	1058.20
19059,	1058.45
19058,	1053.89
19057,	1052.08
19056,	1035.28
19055,	1033.65
19054,	1042.44
19053,	1034.15
19052,	1043.63
19051,	1050.35
19050,	1058.41
19049,	1058.53
19048,	1046.57
19047,	1047.11
19046,	1053.21
19045,	1058.05
19044,	1051.81
19043,	1053.25
19042,	1059.02
19041,	1050.71
19040,	1046.94
19039,	1048.11
19038,	1046.79
19037,	1031.13
19036,	1028.91
19035,	1033.77
19034,	1030.36
19033,	1046.03
19032,	1044.68
19031,	1039.32
19030,	1050.07
19029,	1046.76
19028,	1049.48
19027,	1045.35
19026,	1038.06
19025,	1038.73
19024,	1033.78
19023,	1039.25
19022,	1034.35
19021,	1029.85
19020,	1020.24
19019,	1018.22
19018,	995.97
19017,	1006.58
19016,	996.85
19015,	1003.27
19014,	1009.38
19013,	1029.03
19012,	1022.82
19011,	1036.30
19010,	1039.58
19009,	1025.97
19008,	1029.32
19007,	1014.81
19006,	1018.63
19005,	1016.42
19004,	1010.92
19003,	1023.17
19002,	1031.64
19001,	1021.39
19000,	1027.97
18999,	1026.27
18998,	1021.99
18997,	1008.01
18996,	1002.84
18995,	996.79
18994,	996.73
18993,	993.71
18992,	993.06
18991,	1003.27
18990,	1000.30
18989,	1002.35
18988,	999.74
18987,	990.67
18986,	990.51
18985,	984.03
18984,	990.35
18983,	980.59
18982,	977.59
18981,	974.12
18980,	967.08
18979,	965.46
18978,	982.82
18977,	980.15
18976,	990.31
18975,	987.49
18974,	989.28
18973,	996.52
18972,	998.68
18971,	981.60
18970,	988.61
18969,	988.11
18968,	978.80
18967,	993.32
18966,	981.73
18965,	994.09
18964,	1000.42
18963,	1003.86
18962,	998.14
18961,	988.70
18960,	1002.21
18959,	1007.84
18958,	1004.42
18957,	985.70
18956,	993.75
18955,	982.32
18954,	974.50
18953,	976.22
18952,	985.82
18951,	975.32
18950,	983.45
18949,	981.64
18948,	995.69
18947,	994.70
18946,	1010.09
18945,	1011.66
18944,	1010.74
18943,	988.61
18942,	998.51
18941,	997.48
18940,	984.84
18939,	975.93
18938,	987.76
18937,	990.14
18936,	986.24
18935,	971.56
18934,	967.00
18933,	963.59
18932,	949.64
18931,	953.22
18930,	951.48
18929,	933.22
18928,	931.87
18927,	923.42
18926,	919.73
18925,	920.77
18924,	944.30
18923,	946.67
18922,	939.28
18921,	942.30
18920,	945.11
18919,	933.41
18918,	920.27
18917,	929.62
18916,	934.39
18915,	926.55
18914,	930.08
18913,	916.30
18912,	916.92
18911,	917.84
18910,	914.84
18909,	898.81
18908,	911.43
18907,	919.02
18906,	911.37
18905,	892.01
18904,	893.58
18903,	879.91
18902,	890.81
18901,	885.23
18900,	868.30
18899,	871.58
18898,	865.99
18897,	878.29
18896,	879.93
18895,	878.85
18894,	876.45
18893,	880.90
18892,	858.48
18891,	848.18
18890,	863.50
18889,	868.52
18888,	869.95
18887,	874.74
18886,	864.23
18885,	895.79
18884,	875.67
18883,	874.02
18882,	866.45
18881,	862.79
18880,	833.27
18879,	831.90
18878,	804.19
18877,	800.73
18876,	807.48
18875,	828.89
18874,	822.10
18873,	829.85
18872,	821.99
18871,	834.81
18870,	841.15
18869,	837.28
18868,	827.55
18867,	838.57
18866,	832.58
18865,	848.17
18864,	837.10
18863,	845.13
18862,	851.17
18861,	834.89
18860,	817.37
18859,	818.68
18858,	829.20
18857,	835.97
18856,	829.69
18855,	838.15
18854,	843.59
18853,	848.20
18852,	860.32
18851,	855.70
18850,	844.61
18849,	864.36
18848,	858.54
18847,	847.48
18846,	861.40
18845,	887.34
18844,	878.36
18843,	887.62
18842,	901.78
18841,	914.60
18840,	918.22
18839,	931.66
18838,	926.26
18837,	927.57
18836,	927.57
18835,	909.93
18834,	922.93
18833,	929.01
18832,	908.59
18831,	909.03
18830,	879.82
18829,	879.39
18828,	875.40
18827,	889.66
18826,	892.47
18825,	897.38
18824,	895.76
18823,	884.25
18822,	891.12
18821,	902.99
18820,	910.40
18819,	889.48
18818,	901.58
18817,	904.96
18816,	904.45
18815,	892.00
18814,	912.23
18813,	906.55
18812,	917.58
18811,	920.75
18810,	934.53
18809,	936.31
18808,	938.87
18807,	913.31
18806,	932.87
18805,	930.55
18804,	933.76
18803,	914.15
18802,	896.74
18801,	900.36
18800,	909.83
18799,	904.27
18798,	882.53
18797,	882.95
18796,	876.19
18795,	894.74
18794,	902.65
18793,	923.76
18792,	915.39
18791,	908.35
18790,	900.96
18789,	885.76
18788,	890.71
18787,	882.15
18786,	890.23
18785,	897.65
18784,	882.50
18783,	896.14
18782,	890.16
18781,	899.72
18780,	884.39
18779,	879.20
18778,	860.02
18777,	881.27
18776,	841.44
18775,	835.32
18774,	803.92
18773,	776.76
18772,	798.55
18771,	785.28
18770,	800.58
18769,	818.95
18768,	827.91
18767,	847.91
18766,	815.28
18765,	827.37
18764,	854.95
18763,	839.66
18762,	819.29
18761,	833.70
18760,	845.39
18759,	843.32
18758,	869.46
18757,	873.52
18756,	891.10
18755,	889.81
18754,	886.91
18753,	909.45
18752,	909.58
18751,	902.96
18750,	893.92
18749,	879.15
18748,	893.40
18747,	878.02
18746,	916.07
18745,	917.80
18744,	917.87
18743,	934.82
18742,	947.95
18741,	940.86
18740,	962.70
18739,	949.36
18738,	937.43
18737,	950.70
18736,	928.77
18735,	930.25
18734,	919.62
18733,	884.21
18732,	903.80
18731,	908.64
18730,	905.46
18729,	876.77
18728,	859.57
18727,	834.60
18726,	864.24
18725,	884.66
18724,	911.62
18723,	902.78
18722,	898.96
18721,	852.84
18720,	838.68
18719,	843.43
18718,	797.70
18717,	819.85
18716,	847.75
18715,	881.56
18714,	906.04
18713,	900.94
18712,	917.93
18711,	921.39
18710,	927.37
18709,	920.47
18708,	952.83
18707,	976.98
18706,	989.03
18705,	953.99
18704,	948.09
18703,	968.65
18702,	989.82
18701,	990.64
18700,	973.53
18699,	976.14
18698,	992.72
18697,	989.14
18696,	1006.29
18695,	1019.99
18694,	1037.14
18693,	1036.17
18692,	1007.27
18691,	1009.56
18690,	1020.26
18689,	1013.60
18688,	1030.74
18687,	1027.53
18686,	1029.15
18685,	1049.90
18684,	1040.69
18683,	1040.68
18682,	1067.14
18681,	1064.66
18680,	1067.66
18679,	1074.55
18678,	1083.82
18677,	1097.08
18676,	1086.02
18675,	1079.88
18674,	1091.88
18673,	1106.59
18672,	1098.23
18671,	1091.07
18670,	1097.28
18669,	1074.56
18668,	1054.99
18667,	1073.01
18666,	1088.85
18665,	1049.49
18664,	1052.67
18663,	1073.43
18662,	1084.56
18661,	1086.46
18660,	1076.92
18659,	1065.45
18658,	1076.32
18657,	1091.48
18656,	1093.14
18655,	1100.96
18654,	1107.83
18653,	1125.17
18652,	1124.47
18651,	1126.07
18650,	1128.37
18649,	1102.55
18648,	1111.01
18647,	1103.69
18646,	1130.47
18645,	1117.80
18644,	1125.29
18643,	1122.73
18642,	1126.34
18641,	1125.40
18640,	1136.76
18639,	1146.54
18638,	1147.39
18637,	1144.58
18636,	1138.49
18635,	1131.87
18634,	1148.70
18633,	1153.59
18632,	1151.85
18631,	1170.29
18630,	1165.55
18629,	1166.16
18628,	1153.04
18627,	1154.09
18626,	1165.58
18625,	1168.26
18624,	1164.31
18623,	1157.54
18622,	1162.77
18621,	1146.14
18620,	1153.84
18619,	1131.78
18618,	1106.73
18617,	1109.89
18616,	1109.38
18615,	1109.43
18614,	1089.84
18613,	1080.95
18612,	1097.98
18611,	1083.34
18610,	1104.18
18609,	1116.48
18608,	1118.51
18607,	1107.50
18606,	1111.94
18605,	1096.22
18604,	1080.17
18603,	1083.51
18602,	1090.02
18601,	1094.44
18600,	1122.20
18599,	1130.20
18598,	1113.57
18597,	1100.64
18596,	1133.06
18595,	1133.28
18594,	1132.15
18593,	1128.18
18592,	1119.31
18591,	1127.58
18590,	1138.88
18589,	1127.57
18588,	1146.19
18587,	1138.41
18586,	1145.60
18585,	1156.55
18584,	1155.14
18583,	1160.71
18582,	1164.89
18581,	1172.51
18580,	1165.27
18579,	1154.67
18578,	1148.08
18577,	1161.02
18576,	1157.13
18575,	1149.37
18574,	1144.65
18573,	1144.89
18572,	1139.93
18571,	1149.56
18570,	1142.92
18569,	1134.36
18568,	1123.09
18567,	1119.38
18566,	1137.07
18565,	1136.76
18564,	1139.93
18563,	1158.31
18562,	1167.10
18561,	1170.35
18560,	1144.80
18559,	1129.90
18558,	1139.45
18557,	1140.20
18556,	1128.52
18555,	1149.50
18554,	1157.42
18553,	1150.34
18552,	1137.03
18551,	1142.66
18550,	1151.06
18549,	1138.65
18548,	1142.24
18547,	1141.21
18546,	1139.09
18545,	1118.33
18544,	1120.31
18543,	1118.54
18542,	1115.80
18541,	1118.86
18540,	1102.84
18539,	1087.20
18538,	1084.10
18537,	1059.78
18536,	1059.79
18535,	1078.30
18534,	1104.61
18533,	1100.09
18532,	1085.20
18531,	1084.78
18530,	1089.90
18529,	1073.48
18528,	1068.61
18527,	1077.09
18526,	1097.54
18525,	1089.98
18524,	1091.65
18523,	1097.43
18522,	1080.99
18521,	1056.75
18520,	1062.44
18519,	1071.38
18518,	1069.63
18517,	1072.28
18516,	1051.33
18515,	1038.55
18514,	1040.94
18513,	1018.61
18512,	1007.04
18511,	1012.27
18510,	1003.45
18509,	965.80
18508,	984.54
18507,	1016.10
18506,	1032.74
18505,	1038.77
18504,	1092.54
18503,	1085.78
18502,	1106.40
18501,	1131.74
18500,	1132.94
18499,	1133.58
18498,	1129.03
18497,	1148.56
18496,	1161.51
18495,	1179.21
18494,	1184.93
18493,	1162.09
18492,	1165.31
18491,	1157.26
18490,	1171.41
18489,	1161.97
18488,	1181.66
18487,	1178.02
18486,	1186.73
18485,	1191.29
18484,	1190.16
18483,	1183.43
18482,	1183.53
18481,	1204.40
18480,	1200.48
18479,	1214.35
18478,	1220.75
18477,	1215.93
18476,	1211.23
18475,	1204.52
18474,	1205.82
18473,	1202.93
18472,	1190.49
18471,	1171.65
18470,	1191.03
18469,	1210.85
18468,	1215.02
18467,	1207.71
18466,	1214.44
18465,	1202.45
18464,	1215.68
18463,	1208.14
18462,	1180.18
18461,	1181.52
18460,	1198.78
18459,	1190.59
18458,	1219.24
18457,	1234.45
18456,	1236.72
18455,	1224.38
18454,	1226.20
18453,	1211.07
18452,	1216.76
18451,	1218.60
18450,	1225.35
18449,	1237.04
18448,	1223.14
18447,	1212.58
18446,	1208.43
18445,	1214.36
18444,	1219.87
18443,	1241.60
18442,	1255.85
18441,	1254.39
18440,	1264.96
18439,	1276.96
18438,	1270.03
18437,	1283.57
18436,	1267.11
18435,	1260.67
18434,	1255.82
18433,	1248.08
18432,	1267.93
18431,	1277.89
18430,	1293.17
18429,	1289.05
18428,	1309.38
18427,	1312.83
18426,	1291.96
18425,	1288.49
18424,	1284.99
18423,	1249.44
18422,	1248.92
18421,	1245.67
18420,	1255.18
18419,	1255.54
18418,	1261.20
18417,	1263.51
18416,	1266.61
18415,	1248.58
18414,	1267.43
18413,	1266.44
18412,	1249.46
18411,	1253.05
18410,	1234.52
18409,	1228.75
18408,	1209.47
18407,	1224.36
18406,	1242.98
18405,	1253.69
18404,	1238.16
18403,	1191.81
18402,	1179.68
18401,	1183.50
18400,	1165.89
18399,	1168.38
18398,	1137.59
18397,	1128.43
18396,	1151.44
18395,	1103.25
18394,	1106.46
18393,	1145.87
18392,	1160.33
18391,	1147.95
18390,	1153.29
18389,	1182.17
18388,	1152.69
18387,	1139.83
18386,	1117.58
18385,	1122.14
18384,	1142.62
18383,	1170.81
18382,	1150.53
18381,	1173.56
18380,	1166.71
18379,	1197.66
18378,	1180.16
18377,	1233.42
18376,	1264.74
18375,	1261.89
18374,	1253.80
18373,	1241.41
18372,	1234.18
18371,	1241.23
18370,	1239.94
18369,	1257.94
18368,	1267.65
18367,	1245.86
18366,	1252.82
18365,	1255.27
18364,	1278.94
18363,	1301.53
18362,	1326.61
18361,	1315.92
18360,	1318.80
18359,	1330.31
18358,	1314.76
18357,	1332.53
18356,	1340.89
18355,	1352.26
18354,	1354.31
18353,	1349.47
18352,	1373.47
18351,	1366.01
18350,	1373.73
18349,	1364.17
18348,	1354.95
18347,	1357.51
18346,	1364.30
18345,	1360.40
18344,	1342.90
18343,	1342.54
18342,	1347.97
18341,	1329.47
18340,	1326.65
18339,	1318.55
18338,	1326.82
18337,	1313.27
18336,	1300.80
18335,	1295.86
18334,	1298.35
18333,	1333.34
18332,	1347.56
18331,	1283.27
18330,	1320.28
18329,	1334.22
18328,	1328.92
18327,	1315.19
18326,	1305.95
18325,	1274.86
18324,	1264.74
18323,	1305.60
18322,	1322.74
18321,	1312.15
18320,	1340.93
18319,	1359.99
18318,	1371.18
18317,	1380.20
18316,	1369.89
18315,	1343.55
18314,	1351.46
18313,	1376.54
18312,	1324.97
18311,	1315.23
18310,	1314.95
18309,	1341.93
18308,	1336.09
18307,	1348.97
18306,	1341.77
18305,	1322.36
18304,	1347.35
18303,	1342.62
18302,	1367.72
18301,	1372.32
18300,	1389.81
18299,	1382.95
18298,	1351.26
18297,	1365.98
18296,	1400.14
18295,	1409.28
18294,	1431.87
18293,	1432.19
18292,	1426.69
18291,	1428.32
18290,	1421.22
18289,	1429.40
18288,	1398.66
18287,	1379.58
18286,	1364.44
18285,	1364.90
18284,	1398.13
18283,	1395.78
18282,	1396.93
18281,	1388.76
18280,	1342.13
18279,	1349.97
18278,	1374.62
18277,	1374.17
18276,	1329.78
18275,	1364.59
18274,	1387.02
18273,	1402.03
18272,	1408.99
18271,	1436.28
18270,	1434.32
18269,	1426.46
18268,	1436.23
18267,	1436.51
18266,	1458.29
18265,	1426.57
18264,	1427.21
18263,	1439.03
18262,	1448.72
18261,	1449.05
18260,	1451.34
18259,	1459.90
18258,	1444.51
18257,	1465.81
18256,	1480.87
18255,	1484.91
18254,	1481.99
18253,	1489.26
18252,	1494.50
18251,	1502.51
18250,	1492.25
18249,	1507.08
18248,	1520.77
18247,	1517.68
18246,	1502.59
18245,	1509.84
18244,	1514.09
18243,	1506.45
18242,	1508.31
18241,	1505.97
18240,	1498.13
18239,	1499.48
18238,	1491.72
18237,	1496.07
18236,	1479.85
18235,	1484.43
18234,	1491.56
18233,	1471.84
18232,	1460.25
18231,	1472.87
18230,	1482.80
18229,	1479.32
18228,	1462.93
18227,	1452.56
18226,	1438.70
18225,	1438.10
18224,	1430.83
18223,	1419.89
18222,	1449.62
18221,	1452.42
18220,	1474.47
18219,	1464.29
18218,	1480.19
18217,	1495.57
18216,	1481.96
18215,	1493.74
18214,	1510.49
18213,	1509.98
18212,	1495.84
18211,	1492.92
18210,	1480.88
18209,	1475.62
18208,	1478.90
18207,	1456.67
18206,	1446.23
18205,	1469.54
18204,	1454.60
18203,	1442.39
18202,	1454.82
18201,	1450.55
18200,	1455.31
18199,	1441.48
18198,	1452.18
18197,	1479.13
18196,	1475.95
18195,	1486.00
18194,	1464.46
18193,	1478.73
18192,	1470.54
18191,	1469.44
18190,	1446.00
18189,	1456.95
18188,	1461.67
18187,	1471.36
18186,	1457.84
18185,	1467.63
18184,	1477.26
18183,	1448.81
18182,	1420.60
18181,	1422.45
18180,	1378.02
18179,	1381.52
18178,	1399.05
18177,	1373.86
18176,	1400.72
18175,	1406.95
18174,	1437.21
18173,	1447.80
18172,	1466.04
18171,	1452.36
18170,	1420.96
18169,	1407.81
18168,	1383.05
18167,	1412.14
18166,	1424.17
18165,	1432.63
18164,	1409.57
18163,	1415.10
18162,	1446.29
18161,	1468.25
18160,	1452.43
18159,	1464.92
18158,	1460.99
18157,	1477.44
18156,	1429.86
18155,	1434.54
18154,	1427.47
18153,	1441.61
18152,	1401.44
18151,	1356.56
18150,	1440.51
18149,	1467.17
18148,	1500.59
18147,	1504.46
18146,	1516.35
18145,	1501.34
18144,	1487.37
18143,	1494.73
18142,	1505.97
18141,	1498.58
18140,	1487.92
18139,	1508.52
18138,	1507.73
18137,	1523.86
18136,	1527.46
18135,	1527.35
18134,	1500.64
18133,	1493.87
18132,	1456.63
18131,	1464.47
18130,	1458.47
18129,	1392.14
18128,	1359.15
18127,	1383.62
18126,	1395.07
18125,	1401.69
18124,	1366.70
18123,	1355.62
18122,	1391.28
18121,	1409.17
18120,	1381.76
18119,	1379.19
18118,	1366.42
18117,	1348.05
18116,	1333.36
18115,	1353.43
18114,	1360.69
18113,	1352.17
18112,	1346.09
18111,	1388.26
18110,	1387.67
18109,	1402.05
18108,	1389.94
18107,	1387.12
18106,	1416.83
18105,	1411.71
18104,	1441.72
18103,	1424.24
18102,	1424.37
18101,	1424.97
18100,	1409.12
18099,	1409.28
18098,	1394.46
18097,	1360.16
18096,	1398.56
18095,	1404.09
18094,	1410.03
18093,	1401.53
18092,	1441.36
18091,	1445.57
18090,	1455.90
18089,	1455.14
18088,	1465.15
18087,	1449.68
18086,	1432.25
18085,	1438.56
18084,	1457.60
18083,	1441.47
18082,	1403.45
18081,	1402.11
18080,	1399.42
18079,	1455.22
18078,	1469.25
18077,	1464.47
18076,	1463.46
18075,	1457.66
18074,	1457.10
18073,	1458.34
18072,	1436.13
18071,	1433.43
18070,	1418.09
18069,	1421.03
18068,	1418.78
18067,	1413.33
18066,	1403.17
18065,	1415.22
18064,	1417.04
18063,	1408.11
18062,	1403.88
18061,	1409.17
18060,	1423.33
18059,	1433.30
18058,	1409.04
18057,	1397.72
18056,	1388.91
18055,	1407.83
18054,	1416.62
18053,	1417.08
18052,	1404.64
18051,	1420.94
18050,	1422.00
18049,	1424.94
18048,	1410.71
18047,	1420.07
18046,	1394.39
18045,	1396.06
18044,	1381.46
18043,	1373.46
18042,	1365.28
18041,	1377.01
18040,	1370.23
18039,	1362.64
18038,	1354.93
18037,	1347.74
18036,	1354.12
18035,	1362.93
18034,	1342.44
18033,	1296.71
18032,	1281.91
18031,	1293.63
18030,	1301.65
18029,	1283.61
18028,	1289.43
18027,	1261.32
18026,	1254.13
18025,	1247.41
18024,	1283.42
18023,	1285.55
18022,	1313.04
18021,	1335.21
18020,	1336.02
18019,	1317.64
18018,	1325.40
18017,	1301.35
18016,	1304.60
18015,	1282.81
18014,	1282.71
18013,	1268.37
18012,	1282.20
18011,	1283.31
18010,	1277.36
18009,	1280.41
18008,	1310.51
18007,	1307.58
18006,	1335.53
18005,	1335.42
18004,	1318.48
18003,	1317.97
18002,	1336.29
18001,	1344.13
18000,	1351.66
17999,	1347.66
17998,	1344.15
17997,	1350.45
17996,	1357.24
17995,	1319.11
17994,	1331.07
17993,	1320.41
17992,	1324.02
17991,	1348.27
17990,	1362.01
17989,	1381.79
17988,	1363.50
17987,	1360.22
17986,	1336.61
17985,	1323.59
17984,	1332.84
17983,	1344.16
17982,	1330.77
17981,	1327.68
17980,	1298.16
17979,	1301.93
17978,	1281.43
17977,	1297.80
17976,	1300.29
17975,	1313.71
17974,	1305.33
17973,	1322.18
17972,	1328.05
17971,	1328.72
17970,	1341.03
17969,	1365.40
17968,	1362.84
17967,	1347.76
17966,	1356.94
17965,	1360.97
17964,	1379.29
17963,	1377.10
17962,	1407.65
17961,	1418.78
17960,	1409.62
17959,	1398.17
17958,	1393.56
17957,	1399.10
17956,	1403.28
17955,	1394.42
17954,	1395.86
17953,	1388.12
17952,	1391.22
17951,	1380.96
17950,	1372.71
17949,	1351.45
17948,	1331.35
17947,	1315.31
17946,	1315.78
17945,	1333.06
17944,	1335.88
17943,	1349.00
17942,	1342.84
17941,	1339.90
17940,	1330.41
17939,	1301.16
17938,	1294.00
17937,	1293.64
17936,	1302.82
17935,	1318.64
17934,	1317.33
17933,	1334.52
17932,	1327.75
17931,	1299.54
17930,	1294.81
17929,	1294.26
17928,	1301.84
17927,	1281.41
17926,	1304.76
17925,	1284.40
17924,	1306.65
17923,	1330.29
17922,	1338.83
17921,	1344.23
17920,	1333.32
17919,	1339.49
17918,	1337.80
17917,	1367.56
17916,	1364.00
17915,	1355.61
17914,	1340.30
17913,	1345.00
17912,	1332.05
17911,	1347.31
17910,	1332.00
17909,	1354.63
17908,	1335.18
17907,	1342.83
17906,	1350.91
17905,	1362.80
17904,	1360.04
17903,	1356.85
17902,	1358.82
17901,	1336.12
17900,	1306.17
17899,	1289.48
17898,	1319.00
17897,	1322.85
17896,	1328.44
17895,	1349.82
17894,	1358.63
17893,	1348.35
17892,	1343.98
17891,	1326.89
17890,	1317.89
17889,	1321.12
17888,	1293.72
17887,	1286.37
17886,	1300.75
17885,	1310.17
17884,	1282.80
17883,	1289.99
17882,	1268.59
17881,	1262.14
17880,	1297.01
17879,	1299.29
17878,	1316.55
17877,	1297.82
17876,	1306.38
17875,	1307.26
17874,	1294.59
17873,	1297.68
17872,	1286.84
17871,	1279.84
17870,	1282.73
17869,	1275.47
17868,	1246.64
17867,	1227.70
17866,	1225.50
17865,	1236.16
17864,	1238.33
17863,	1245.02
17862,	1253.41
17861,	1271.18
17860,	1272.14
17859,	1239.22
17858,	1237.28
17857,	1224.03
17856,	1241.87
17855,	1230.13
17854,	1254.04
17853,	1223.55
17852,	1216.14
17851,	1243.77
17850,	1239.40
17849,	1248.49
17848,	1272.07
17847,	1261.99
17846,	1273.00
17845,	1279.64
17844,	1265.37
17843,	1243.17
17842,	1252.31
17841,	1233.98
17840,	1225.19
17839,	1235.16
17838,	1256.62
17837,	1252.00
17836,	1243.26
17835,	1212.19
17834,	1234.40
17833,	1239.51
17832,	1263.88
17831,	1275.09
17830,	1269.73
17829,	1272.34
17828,	1244.78
17827,	1228.10
17826,	1229.23
17825,	1231.93
17824,	1241.81
17823,	1225.49
17822,	1226.27
17821,	1228.54
17820,	1203.57
17819,	1202.84
17818,	1188.03
17817,	1179.98
17816,	1161.94
17815,	1162.83
17814,	1141.20
17813,	1166.46
17812,	1165.02
17811,	1183.49
17810,	1181.38
17809,	1187.70
17808,	1176.74
17807,	1150.14
17806,	1171.25
17805,	1175.28
17804,	1163.63
17803,	1192.33
17802,	1186.87
17801,	1182.99
17800,	1188.21
17799,	1163.55
17798,	1152.61
17797,	1144.48
17796,	1139.32
17795,	1135.87
17794,	1125.72
17793,	1117.69
17792,	1120.97
17791,	1128.26
17790,	1130.20
17789,	1141.01
17788,	1133.85
17787,	1118.67
17786,	1110.84
17785,	1111.60
17784,	1098.67
